epoch,acc,loss,val_acc,val_loss
0,0.35090041450520054,1.7403083905567798,0.3909166988497094,1.7497258525363546
1,0.4566860566378105,1.466651493526642,0.4715798382358519,1.4610089121023637
2,0.49521056115222434,1.362919182350379,0.48829758711995835,1.3879786735770596
3,0.5146818070988192,1.2951635684483378,0.5105879192263112,1.3561383927317259
4,0.5283012295806124,1.253764445399112,0.5419336983289982,1.2400922575816575
5,0.5417813229300916,1.2262678064114996,0.5422123274466194,1.2159877612576506
6,0.547284823576565,1.2029338744604425,0.5501532581759117,1.2059511972840913
7,0.5570378626911422,1.1805322595269476,0.5711897590609439,1.1693186018518391
8,0.56902016789264,1.1593795307353023,0.5834494416271621,1.1308233362063869
9,0.5709359434365254,1.1426795176891014,0.5608804808785803,1.2090568244182183
10,0.5806193179859837,1.1284885299280938,0.5837280705704035,1.1106509159872602
11,0.5801664983127105,1.1190273935420538,0.5672889510613359,1.1685686948841272
12,0.5833014037430633,1.113669192057268,0.5859571038954237,1.117763190168766
13,0.5889094012341008,1.0966075540871998,0.5848425873107617,1.129708131817298
14,0.5901981956888015,1.0872844968446183,0.5877681932378094,1.1431854377490593
15,0.5980354592677979,1.0768178755505637,0.5810810937485212,1.1081083959103977
16,0.5965725033961475,1.0727234635363385,0.5891613391373077,1.1485149631046816
17,0.6011355324155913,1.0702199403542645,0.6103371543393025,1.066228973622156
18,0.6031906370866004,1.056859248176696,0.5959877533857355,1.12461087611595
19,0.6063255425133199,1.052620312268094,0.6079688067097756,1.0857470828394191
20,0.6085896408796858,1.0440044009019898,0.5997492462504571,1.0859173563718754
21,0.6136054895718837,1.0362915703028637,0.5869323058641863,1.1188378028873138
22,0.6108537392460518,1.0399244571455453,0.609779895946288,1.0733261069329079
23,0.6178898603266992,1.0265359589413185,0.6072722336406593,1.059754924354081
24,0.6169842209765196,1.0234642557649554,0.5926442034345345,1.1185505027467824
25,0.61942248075724,1.022404353798999,0.6120089291488271,1.054614813490772
26,0.6188999965209241,1.012903502754476,0.5826135540895391,1.126470296685453
27,0.6178201957615803,1.0140886461893805,0.6032321108071775,1.1124890443683917
28,0.6227315475993522,1.007388151698096,0.6206464328434381,1.058806451002235
29,0.6282002159611899,0.9984800524379256,0.615213164193496,1.067857476626257
30,0.6283395450924659,0.9974230223075903,0.6223182076218235,1.0320667891149968
31,0.6271900797700793,0.9939841088458385,0.6251044989433518,1.0655744031702752
32,0.6308823017213838,0.9907022762242113,0.6110337270347479,1.071353570655441
33,0.6298373332414853,0.9870871661403567,0.6074115481320016,1.1118272592288416
34,0.6331812323703093,0.9828152769706213,0.6161883665670689,1.0606864879889204
35,0.6329722386728762,0.9796255507718815,0.6219002640336195,1.0307269456624304
36,0.6333205615005472,0.9791848707350241,0.6072722332150898,1.1245362858598604
37,0.6386847330147065,0.973022658488831,0.6258010717010757,1.0463824754149578
